student_id,domain,domain_avg_score,domain_trend,domain_completion_rate,domain_overdue_count,ipsative_zscore,label
SYN-0096,physical_movement,96.12,stable,1.0,0,1.5223,Strength
SYN-0097,language_literacy,80.65,stable,1.0,0,-0.2436,Developing
SYN-0097,stem_logic,79.94,declining,0.915,0,-0.319,Emerging
SYN-0097,creative_arts,98.38,improving,1.0,0,1.6379,Strength
SYN-0097,physical_movement,72.82,stable,0.926,1,-1.0753,Emerging
SYN-0098,language_literacy,92.61,declining,0.843,3,1.1707,Emerging
SYN-0098,stem_logic,87.12,declining,0.831,0,0.6452,Emerging
SYN-0098,creative_arts,65.3,stable,0.844,1,-1.4392,Emerging
SYN-0098,physical_movement,76.42,stable,1.0,0,-0.3766,Developing
SYN-0099,language_literacy,51.7,declining,0.621,2,-1.2563,Emerging
SYN-0099,stem_logic,60.77,stable,0.771,3,0.8604,Strength
SYN-0099,creative_arts,61.77,stable,0.942,0,1.0933,Strength
SYN-0099,physical_movement,54.1,stable,0.673,1,-0.6974,Emerging
SYN-0100,language_literacy,48.38,stable,0.686,3,-1.3557,Emerging
SYN-0100,stem_logic,67.45,stable,0.747,0,1.4549,Developing
SYN-0100,creative_arts,58.21,declining,0.748,2,0.0925,Emerging
SYN-0100,physical_movement,56.28,stable,0.889,0,-0.1918,Developing
SYN-0101,language_literacy,83.0,improving,0.726,2,1.0666,Developing
SYN-0101,stem_logic,81.86,improving,0.904,1,0.8784,Strength
SYN-0101,creative_arts,72.55,stable,0.936,0,-0.6567,Emerging
SYN-0101,physical_movement,68.73,stable,0.776,1,-1.2883,Emerging
SYN-0102,language_literacy,100.0,stable,1.0,0,0.7965,Strength
SYN-0102,stem_logic,89.92,stable,1.0,0,0.0585,Developing
SYN-0102,creative_arts,66.57,declining,0.761,0,-1.6516,Emerging
SYN-0102,physical_movement,100.0,stable,0.86,0,0.7965,Strength
SYN-0103,language_literacy,79.22,improving,0.855,2,-0.2138,Developing
SYN-0103,stem_logic,90.9,stable,0.974,0,0.5607,Strength
SYN-0103,creative_arts,100.0,stable,0.918,0,1.1645,Strength
SYN-0103,physical_movement,59.66,declining,0.793,2,-1.5113,Emerging
SYN-0104,language_literacy,84.43,stable,0.801,0,1.2325,Strength
SYN-0104,stem_logic,49.45,declining,0.497,2,-1.5579,Emerging
SYN-0104,creative_arts,70.75,stable,0.778,1,0.1415,Developing
SYN-0104,physical_movement,71.29,declining,0.831,0,0.1838,Emerging
SYN-0105,language_literacy,65.29,improving,0.936,0,-0.0132,Developing
SYN-0105,stem_logic,67.02,stable,0.796,3,0.1416,Developing
SYN-0105,creative_arts,49.0,stable,0.679,1,-1.4734,Emerging
SYN-0105,physical_movement,80.45,stable,0.84,1,1.345,Strength
SYN-0106,language_literacy,39.59,improving,0.621,3,-0.3117,Developing
SYN-0106,stem_logic,36.21,improving,0.6,3,-1.1895,Emerging
SYN-0106,creative_arts,40.5,stable,0.659,3,-0.0743,Developing
SYN-0106,physical_movement,46.84,stable,0.522,1,1.5755,Developing
SYN-0107,language_literacy,77.84,stable,1.0,0,1.1871,Strength
SYN-0107,stem_logic,56.4,declining,0.773,0,-0.4612,Emerging
SYN-0107,creative_arts,44.3,declining,0.296,4,-1.3912,Emerging
SYN-0107,physical_movement,71.05,stable,0.774,1,0.6652,Strength
SYN-0108,language_literacy,63.45,declining,0.708,4,-1.0368,Emerging
SYN-0108,stem_logic,89.71,improving,0.943,0,0.9107,Strength
SYN-0108,creative_arts,92.06,stable,0.882,0,1.0847,Strength
SYN-0108,physical_movement,64.51,improving,0.781,2,-0.9586,Emerging
SYN-0109,language_literacy,67.05,declining,0.842,1,0.6689,Emerging
SYN-0109,stem_logic,62.78,declining,0.681,3,-0.3679,Emerging
SYN-0109,creative_arts,69.02,stable,0.751,1,1.1479,Strength
SYN-0109,physical_movement,58.33,declining,0.63,3,-1.449,Emerging
SYN-0110,language_literacy,59.9,declining,0.806,1,-0.4343,Emerging
SYN-0110,stem_logic,52.02,stable,0.682,1,-0.9102,Emerging
SYN-0110,creative_arts,95.11,improving,0.986,1,1.6918,Strength
SYN-0110,physical_movement,61.34,stable,0.733,2,-0.3473,Developing
SYN-0111,language_literacy,41.03,declining,0.661,2,-1.5876,Emerging
SYN-0111,stem_logic,81.18,stable,0.922,1,0.7558,Strength
SYN-0111,creative_arts,66.27,declining,0.725,1,-0.1145,Emerging
SYN-0111,physical_movement,84.44,stable,0.824,3,0.9462,Strength
SYN-0112,language_literacy,64.28,declining,0.677,1,-0.524,Emerging
SYN-0112,stem_logic,71.82,declining,0.89,0,1.5207,Emerging
SYN-0112,creative_arts,66.87,declining,0.745,1,0.1785,Emerging
SYN-0112,physical_movement,61.88,improving,0.646,2,-1.1752,Emerging
SYN-0113,language_literacy,86.44,stable,0.963,0,-1.0476,Emerging
SYN-0113,stem_logic,91.64,stable,0.964,0,0.0694,Developing
SYN-0113,creative_arts,88.47,declining,0.91,0,-0.6108,Emerging
SYN-0113,physical_movement,98.71,stable,1.0,0,1.589,Strength
SYN-0114,language_literacy,70.9,stable,0.807,0,-0.1758,Developing
SYN-0114,stem_logic,84.89,stable,0.753,1,0.705,Strength
SYN-0114,creative_arts,89.98,stable,0.891,1,1.0261,Strength
SYN-0114,physical_movement,49.0,declining,0.627,2,-1.5553,Emerging
SYN-0115,language_literacy,81.37,stable,0.657,1,0.9481,Developing
SYN-0115,stem_logic,62.62,stable,0.627,2,-0.4046,Developing
SYN-0115,creative_arts,48.08,stable,0.749,1,-1.4528,Emerging
SYN-0115,physical_movement,80.84,stable,0.816,0,0.9093,Strength
SYN-0116,language_literacy,40.08,stable,0.491,3,0.1298,Emerging
SYN-0116,stem_logic,47.92,stable,0.508,3,0.9508,Developing
SYN-0116,creative_arts,44.35,stable,0.57,5,0.5766,Developing
SYN-0116,physical_movement,23.01,declining,0.532,3,-1.6573,Emerging
SYN-0117,language_literacy,39.54,stable,0.679,0,-0.6168,Emerging
SYN-0117,stem_logic,54.25,declining,0.687,0,0.3207,Emerging
SYN-0117,creative_arts,30.86,declining,0.605,1,-1.1697,Emerging
SYN-0117,physical_movement,72.23,improving,0.813,0,1.4658,Strength
SYN-0118,language_literacy,51.28,declining,0.515,5,-1.2118,Emerging
SYN-0118,stem_logic,66.28,stable,0.868,0,0.2188,Developing
SYN-0118,creative_arts,58.73,declining,0.688,1,-0.5011,Emerging
SYN-0118,physical_movement,79.66,stable,0.715,2,1.4941,Developing
SYN-0119,language_literacy,98.05,stable,0.932,0,0.7077,Strength
SYN-0119,stem_logic,89.79,stable,1.0,1,0.1055,Developing
SYN-0119,creative_arts,100.0,stable,1.0,0,0.8499,Strength
SYN-0119,physical_movement,65.55,declining,0.92,1,-1.663,Emerging
SYN-0120,language_literacy,54.07,declining,0.884,0,-1.3014,Emerging
SYN-0120,stem_logic,78.12,stable,1.0,0,1.4869,Strength
SYN-0120,creative_arts,62.79,stable,0.772,1,-0.2905,Developing
SYN-0120,physical_movement,66.2,stable,0.67,2,0.1049,Developing
SYN-0121,language_literacy,51.21,stable,0.587,0,-0.9211,Emerging
SYN-0121,stem_logic,58.03,stable,0.807,3,-0.2276,Developing
SYN-0121,creative_arts,55.05,improving,0.597,4,-0.5302,Emerging
SYN-0121,physical_movement,76.8,improving,0.75,1,1.6789,Developing
SYN-0122,language_literacy,100.0,stable,1.0,0,1.0513,Strength
SYN-0122,stem_logic,90.03,declining,1.0,0,0.0174,Emerging
SYN-0122,creative_arts,74.32,declining,1.0,0,-1.6122,Emerging
SYN-0122,physical_movement,95.1,declining,1.0,0,0.5434,Emerging
SYN-0123,language_literacy,81.71,stable,0.912,3,-0.8913,Emerging
SYN-0123,stem_logic,100.0,stable,0.897,1,0.9972,Strength
SYN-0123,creative_arts,79.66,stable,0.705,2,-1.1031,Emerging
SYN-0123,physical_movement,100.0,stable,1.0,0,0.9972,Strength
SYN-0124,language_literacy,89.13,stable,0.722,1,1.1797,Developing
SYN-0124,stem_logic,77.26,stable,0.758,0,-0.9839,Emerging
SYN-0124,creative_arts,87.06,stable,1.0,0,0.8024,Strength
SYN-0124,physical_movement,77.18,declining,0.871,0,-0.9982,Emerging
SYN-0125,language_literacy,71.74,stable,0.735,1,-1.0287,Emerging
SYN-0125,stem_logic,72.82,stable,0.648,3,-0.7573,Emerging
SYN-0125,creative_arts,81.94,stable,0.897,1,1.5148,Strength
SYN-0125,physical_movement,76.95,improving,0.975,0,0.2712,Developing
SYN-0126,language_literacy,75.03,stable,0.763,1,-0.3626,Developing
SYN-0126,stem_logic,75.13,declining,0.758,0,-0.3505,Emerging
SYN-0126,creative_arts,69.9,declining,0.906,2,-0.9647,Emerging
SYN-0126,physical_movement,92.38,stable,1.0,0,1.6778,Strength
SYN-0127,language_literacy,94.14,stable,1.0,0,1.6115,Strength
SYN-0127,stem_logic,83.43,declining,0.778,2,-0.0436,Emerging
SYN-0127,creative_arts,80.54,improving,1.0,0,-0.4905,Developing
SYN-0127,physical_movement,76.74,stable,0.872,0,-1.0773,Emerging
SYN-0128,language_literacy,55.95,declining,0.64,4,-1.2299,Emerging
SYN-0128,stem_logic,59.87,stable,0.62,1,-0.7391,Emerging
SYN-0128,creative_arts,73.9,stable,0.814,0,1.0195,Strength
SYN-0128,physical_movement,73.34,declining,0.87,1,0.9496,Emerging
SYN-0129,language_literacy,79.61,stable,0.929,0,0.4134,Developing
SYN-0129,stem_logic,70.84,declining,0.662,2,-1.6609,Emerging
SYN-0129,creative_arts,82.12,improving,0.894,0,1.0061,Strength
SYN-0129,physical_movement,78.88,stable,0.768,0,0.2414,Developing
SYN-0130,language_literacy,88.81,declining,0.822,2,0.8359,Emerging
SYN-0130,stem_logic,78.83,stable,1.0,0,-0.638,Emerging
SYN-0130,creative_arts,90.6,improving,0.981,0,1.0999,Strength
SYN-0130,physical_movement,74.37,improving,0.824,0,-1.2978,Emerging
SYN-0131,language_literacy,99.13,stable,0.816,1,0.8011,Strength
SYN-0131,stem_logic,77.96,stable,0.961,0,-1.6557,Emerging
SYN-0131,creative_arts,92.85,declining,0.798,0,0.0724,Emerging
SYN-0131,physical_movement,98.96,improving,0.975,0,0.7822,Strength
SYN-0132,language_literacy,74.66,improving,0.854,1,0.9089,Strength
SYN-0132,stem_logic,76.08,stable,0.668,2,1.0869,Developing
SYN-0132,creative_arts,59.53,improving,0.854,0,-0.9745,Emerging
SYN-0132,physical_movement,59.16,improving,0.739,1,-1.0212,Emerging
SYN-0133,language_literacy,57.42,stable,0.719,2,0.0803,Developing
SYN-0133,stem_logic,51.18,improving,0.706,2,-0.5711,Emerging
SYN-0133,creative_arts,71.77,declining,0.587,1,1.5771,Emerging
SYN-0133,physical_movement,46.24,improving,0.7,2,-1.0863,Emerging
SYN-0134,language_literacy,50.94,improving,0.771,3,-1.5566,Emerging
SYN-0134,stem_logic,81.73,declining,0.885,1,0.6706,Emerging
SYN-0134,creative_arts,86.96,improving,0.94,0,1.0491,Strength
SYN-0134,physical_movement,70.21,declining,0.786,1,-0.1631,Emerging
SYN-0135,language_literacy,74.22,improving,1.0,0,1.6063,Strength
SYN-0135,stem_logic,54.05,stable,0.641,0,-0.8429,Emerging
SYN-0135,creative_arts,54.08,stable,0.756,0,-0.8387,Emerging
SYN-0135,physical_movement,61.61,stable,0.711,1,0.0753,Developing
SYN-0136,language_literacy,74.64,stable,0.625,3,-1.4723,Emerging
SYN-0136,stem_logic,84.89,improving,1.0,0,0.0066,Developing
SYN-0136,creative_arts,85.66,stable,0.978,0,0.1171,Developing
SYN-0136,physical_movement,94.2,stable,1.0,0,1.3486,Strength
SYN-0137,language_literacy,87.0,improving,0.781,0,1.1394,Strength
SYN-0137,stem_logic,59.66,improving,0.712,2,-0.7606,Emerging
SYN-0137,creative_arts,82.45,improving,0.996,1,0.8234,Strength
SYN-0137,physical_movement,53.31,declining,0.687,0,-1.2022,Emerging
SYN-0138,language_literacy,63.63,stable,0.798,3,0.7913,Strength
SYN-0138,stem_logic,64.37,declining,0.74,1,0.9102,Emerging
SYN-0138,creative_arts,57.98,declining,0.594,1,-0.1098,Emerging
SYN-0138,physical_movement,48.69,declining,0.725,0,-1.5917,Emerging
SYN-0139,language_literacy,48.2,stable,0.715,5,-1.4463,Emerging
SYN-0139,stem_logic,100.0,stable,1.0,0,1.3409,Strength
SYN-0139,creative_arts,80.31,stable,0.787,1,0.2816,Developing
SYN-0139,physical_movement,71.8,stable,0.753,2,-0.1762,Developing
SYN-0140,language_literacy,48.29,declining,0.724,4,-0.5134,Emerging
SYN-0140,stem_logic,57.53,stable,0.605,4,0.4476,Developing
SYN-0140,creative_arts,40.75,stable,0.521,4,-1.2964,Emerging
SYN-0140,physical_movement,66.34,stable,0.978,0,1.3622,Strength
SYN-0141,language_literacy,62.41,declining,0.697,3,0.9224,Emerging
SYN-0141,stem_logic,52.11,declining,0.578,0,-1.4309,Emerging
SYN-0141,creative_arts,56.43,declining,0.587,2,-0.4431,Emerging
SYN-0141,physical_movement,62.54,stable,0.517,3,0.9516,Developing
SYN-0142,language_literacy,100.0,stable,1.0,2,0.9894,Strength
SYN-0142,stem_logic,87.7,improving,0.888,0,0.1767,Developing
SYN-0142,creative_arts,92.46,stable,1.0,0,0.4916,Developing
SYN-0142,physical_movement,59.93,declining,0.691,1,-1.6577,Emerging
SYN-0143,language_literacy,91.74,improving,0.94,1,0.8779,Strength
SYN-0143,stem_logic,89.39,improving,0.881,1,0.7657,Strength
SYN-0143,creative_arts,39.47,stable,0.786,1,-1.6256,Emerging
SYN-0143,physical_movement,73.03,improving,0.866,1,-0.018,Developing
SYN-0144,language_literacy,91.96,stable,0.947,0,1.5671,Strength
SYN-0144,stem_logic,49.75,declining,0.671,2,-1.2034,Emerging
SYN-0144,creative_arts,67.18,improving,0.756,1,-0.0592,Developing
SYN-0144,physical_movement,63.44,stable,0.581,2,-0.3045,Developing
SYN-0145,language_literacy,60.78,declining,0.725,1,-0.5663,Emerging
SYN-0145,stem_logic,60.17,improving,0.718,2,-0.7297,Emerging
SYN-0145,creative_arts,61.3,stable,0.597,2,-0.4259,Developing
SYN-0145,physical_movement,69.28,stable,0.966,0,1.722,Strength
SYN-0146,language_literacy,70.42,declining,0.695,3,0.2806,Emerging
SYN-0146,stem_logic,65.24,stable,0.554,4,-0.5228,Emerging
SYN-0146,creative_arts,78.07,stable,0.875,1,1.4662,Strength
SYN-0146,physical_movement,60.72,improving,0.611,4,-1.224,Emerging
SYN-0147,language_literacy,79.4,declining,0.821,3,-1.2239,Emerging
SYN-0147,stem_logic,94.02,stable,1.0,2,1.533,Strength
SYN-0147,creative_arts,86.28,declining,1.0,0,0.0737,Emerging
SYN-0147,physical_movement,83.86,improving,0.89,1,-0.3827,Developing
SYN-0148,language_literacy,78.31,stable,0.767,2,-0.3699,Developing
SYN-0148,stem_logic,85.88,improving,0.875,1,0.9086,Strength
SYN-0148,creative_arts,86.03,improving,0.857,1,0.9333,Strength
SYN-0148,physical_movement,71.79,declining,0.875,1,-1.4719,Emerging
SYN-0149,language_literacy,78.83,declining,1.0,0,-1.606,Emerging
SYN-0149,stem_logic,96.78,stable,0.839,2,0.7818,Strength
SYN-0149,creative_arts,90.36,stable,0.901,1,-0.0727,Developing
SYN-0149,physical_movement,97.64,stable,1.0,0,0.8968,Strength
SYN-0150,language_literacy,73.28,stable,0.793,0,-1.4558,Emerging
SYN-0150,stem_logic,95.88,stable,0.988,0,0.8052,Strength
SYN-0150,creative_arts,98.22,improving,1.0,0,1.0397,Strength
SYN-0150,physical_movement,83.94,stable,0.978,0,-0.389,Developing
SYN-0151,language_literacy,96.2,improving,1.0,0,1.6855,Strength
SYN-0151,stem_logic,78.38,stable,0.824,1,-0.6732,Emerging
SYN-0151,creative_arts,81.99,stable,0.797,2,-0.195,Developing
SYN-0151,physical_movement,77.29,improving,0.966,1,-0.8173,Emerging
SYN-0152,language_literacy,89.03,stable,0.965,1,0.2947,Developing
SYN-0152,stem_logic,56.48,stable,0.803,0,-1.6774,Emerging
SYN-0152,creative_arts,91.16,improving,0.908,0,0.4235,Developing
SYN-0152,physical_movement,100.0,stable,0.844,0,0.9592,Strength
SYN-0153,language_literacy,62.68,declining,0.63,2,-0.8282,Emerging
SYN-0153,stem_logic,72.51,declining,0.854,2,-0.1676,Emerging
SYN-0153,creative_arts,100.0,improving,0.885,0,1.679,Strength
SYN-0153,physical_movement,64.84,declining,0.77,1,-0.6832,Emerging
SYN-0154,language_literacy,80.66,improving,0.804,1,1.0645,Strength
SYN-0154,stem_logic,74.56,improving,0.894,1,0.2836,Developing
SYN-0154,creative_arts,59.49,stable,0.885,0,-1.643,Emerging
SYN-0154,physical_movement,74.64,improving,0.862,1,0.2948,Developing
SYN-0155,language_literacy,68.55,stable,0.762,3,-0.264,Developing
SYN-0155,stem_logic,73.25,declining,0.822,0,0.1276,Emerging
SYN-0155,creative_arts,55.74,improving,0.65,0,-1.3291,Emerging
SYN-0155,physical_movement,89.34,declining,0.899,0,1.4655,Emerging
SYN-0156,language_literacy,69.5,stable,0.773,1,-0.7977,Emerging
SYN-0156,stem_logic,94.09,stable,1.0,0,1.2843,Strength
SYN-0156,creative_arts,86.6,declining,0.797,1,0.65,Emerging
SYN-0156,physical_movement,65.5,declining,0.758,0,-1.1366,Emerging
SYN-0157,language_literacy,72.22,declining,0.762,1,-0.4973,Emerging
SYN-0157,stem_logic,58.61,declining,0.821,0,-1.3649,Emerging
SYN-0157,creative_arts,98.99,improving,1.0,0,1.2102,Strength
SYN-0157,physical_movement,90.24,improving,0.984,0,0.652,Strength
SYN-0158,language_literacy,70.36,stable,0.841,0,1.0471,Strength
SYN-0158,stem_logic,55.42,stable,0.653,1,-1.6433,Emerging
SYN-0158,creative_arts,65.58,stable,0.642,5,0.1852,Developing
SYN-0158,physical_movement,66.83,declining,0.622,1,0.411,Emerging
SYN-0159,language_literacy,54.54,declining,0.834,2,-0.8201,Emerging
SYN-0159,stem_logic,55.94,declining,0.727,2,-0.6463,Emerging
SYN-0159,creative_arts,59.34,declining,0.615,7,-0.2246,Emerging
SYN-0159,physical_movement,74.81,improving,0.772,1,1.691,Strength
SYN-0160,language_literacy,84.83,declining,1.0,0,-1.231,Emerging
SYN-0160,stem_logic,100.0,stable,1.0,0,1.0383,Strength
SYN-0160,creative_arts,88.14,declining,0.932,2,-0.7367,Emerging
SYN-0160,physical_movement,99.27,stable,0.995,0,0.9294,Strength
SYN-0161,language_literacy,52.2,stable,0.765,3,0.095,Developing
SYN-0161,stem_logic,38.05,declining,0.702,4,-1.2301,Emerging
SYN-0161,creative_arts,67.47,improving,0.609,4,1.5251,Developing
SYN-0161,physical_movement,47.02,declining,0.606,0,-0.3899,Emerging
SYN-0162,language_literacy,74.29,declining,0.801,1,-0.11,Emerging
SYN-0162,stem_logic,56.47,improving,0.834,0,-1.3159,Emerging
SYN-0162,creative_arts,98.08,stable,1.0,0,1.5003,Strength
SYN-0162,physical_movement,74.81,stable,0.968,1,-0.0744,Developing
SYN-0163,language_literacy,98.49,stable,1.0,0,0.9018,Strength
SYN-0163,stem_logic,92.46,declining,1.0,0,0.4121,Emerging
SYN-0163,creative_arts,66.5,stable,0.735,1,-1.6947,Emerging
SYN-0163,physical_movement,92.07,improving,0.784,0,0.3807,Developing
SYN-0164,language_literacy,53.99,stable,0.727,1,-1.1804,Emerging
SYN-0164,stem_logic,64.42,stable,0.88,0,0.7979,Strength
SYN-0164,creative_arts,56.08,declining,0.571,1,-0.7826,Emerging
SYN-0164,physical_movement,66.36,declining,0.779,1,1.1651,Emerging
SYN-0165,language_literacy,93.74,improving,0.899,0,1.2526,Strength
SYN-0165,stem_logic,71.3,stable,0.893,2,-1.362,Emerging
SYN-0165,creative_arts,78.88,improving,0.819,2,-0.4792,Developing
SYN-0165,physical_movement,88.04,stable,1.0,0,0.5886,Strength
SYN-0166,language_literacy,66.28,stable,0.802,3,1.6051,Strength
SYN-0166,stem_logic,51.27,declining,0.758,1,0.0527,Emerging
SYN-0166,creative_arts,41.27,stable,0.606,4,-0.9814,Emerging
SYN-0166,physical_movement,44.22,declining,0.574,2,-0.6765,Emerging
SYN-0167,language_literacy,74.32,improving,0.877,1,-0.9865,Emerging
SYN-0167,stem_logic,100.0,stable,1.0,0,1.0,Strength
SYN-0167,creative_arts,73.97,stable,0.884,1,-1.0134,Emerging
SYN-0167,physical_movement,100.0,stable,1.0,0,1.0,Strength
SYN-0168,language_literacy,73.45,stable,0.885,0,-1.2871,Emerging
SYN-0168,stem_logic,75.57,improving,0.772,0,-0.3725,Developing
SYN-0168,creative_arts,79.86,stable,0.778,0,1.473,Strength
SYN-0168,physical_movement,76.87,stable,0.743,4,0.1866,Developing
SYN-0169,language_literacy,72.0,declining,0.896,2,-0.9585,Emerging
SYN-0169,stem_logic,77.12,stable,0.95,0,-0.1938,Developing
SYN-0169,creative_arts,74.97,stable,0.775,3,-0.5147,Emerging
SYN-0169,physical_movement,89.6,stable,1.0,0,1.667,Strength
SYN-0170,language_literacy,72.42,stable,0.661,3,1.1135,Developing
SYN-0170,stem_logic,67.41,stable,0.616,2,-0.6478,Emerging
SYN-0170,creative_arts,71.6,stable,0.828,2,0.8236,Strength
SYN-0170,physical_movement,65.58,stable,0.791,3,-1.2892,Emerging
SYN-0171,language_literacy,89.86,stable,0.835,3,0.9432,Strength
SYN-0171,stem_logic,86.03,stable,0.909,2,0.5844,Strength
SYN-0171,creative_arts,62.11,declining,0.801,1,-1.6588,Emerging
SYN-0171,physical_movement,81.2,stable,0.858,1,0.1313,Developing
SYN-0172,language_literacy,66.5,stable,0.889,0,0.5055,Strength
SYN-0172,stem_logic,79.38,stable,0.718,4,1.2439,Developing
SYN-0172,creative_arts,52.48,improving,0.651,1,-0.2974,Developing
SYN-0172,physical_movement,32.33,declining,0.528,3,-1.4521,Emerging
SYN-0173,language_literacy,42.84,declining,0.624,2,-1.7073,Emerging
SYN-0173,stem_logic,83.7,stable,0.907,0,0.3176,Developing
SYN-0173,creative_arts,89.35,improving,1.0,0,0.5978,Strength
SYN-0173,physical_movement,93.27,stable,0.878,0,0.7919,Strength
SYN-0174,language_literacy,77.77,improving,0.845,2,1.225,Strength
SYN-0174,stem_logic,28.45,declining,0.534,4,-1.0279,Emerging
SYN-0174,creative_arts,67.26,stable,0.708,4,0.745,Developing
SYN-0174,physical_movement,30.32,improving,0.546,3,-0.9422,Emerging
SYN-0175,language_literacy,29.71,stable,0.329,3,-1.1456,Emerging
SYN-0175,stem_logic,36.22,declining,0.651,1,-0.3095,Emerging
SYN-0175,creative_arts,51.1,declining,0.394,4,1.6031,Emerging
SYN-0175,physical_movement,37.47,declining,0.718,0,-0.148,Emerging
SYN-0176,language_literacy,71.09,declining,0.658,2,-0.7224,Emerging
SYN-0176,stem_logic,91.21,stable,0.955,1,1.1454,Strength
SYN-0176,creative_arts,65.62,stable,0.614,2,-1.2305,Emerging
SYN-0176,physical_movement,87.57,stable,0.903,0,0.8075,Strength
SYN-0177,language_literacy,100.0,stable,0.903,0,1.085,Strength
SYN-0177,stem_logic,96.87,declining,0.977,1,0.6595,Emerging
SYN-0177,creative_arts,90.44,stable,0.916,1,-0.2142,Developing
SYN-0177,physical_movement,80.75,stable,0.998,0,-1.5303,Emerging
